,tweet,processed,topic
3018,de plus en plus de femmes n osent plus prendre les transports en commun par peur d etre agressees nous allons doubler la presence policiere dans les transports en particulier aux horaires ou les agressions sont le plus constatees,plus plus femmes osent plus prendre transport commun peur etre agressees allons doubler presence policiere transport particulier horaires agressions plus constatees,economy
3019,chacun d entre nous compte plus que lui meme c est ce qui fait du peuple francais cette force singuliere que j aime si profondement si intensement et que je suis si fier de servir a nouveau,chacun entre compte plus meme fait peuple francais cette force singuliere aime si profondement si intensement si fier servir a nouveau,economy
3020,rt il y a 4 ans nous etions vendredi la veille du second tour de l election presidentielle une morsure du destin pour,rt a 4 an etions vendredi veille second tour election presidentielle morsure destin,
3021,rt off a gennevilliers cette semaine marine le pen etait aupres de la france du travail attentive a la grande inquietude d,rt off a gennevilliers cette semaine marine pen etait aupres france travail attentive a grande inquietude,economy
3022,nous ne sommes pas le pays ou nous passons le plus de temps a table par hasard elle fait notre fierte elle est unique elle est ancree dans nos territoires vive la gastronomie francaise aux futurs grands chefs que j ai vus aujourd hui je compte sur vous,pay passons plus temp a table hasard fait fierte unique ancree territoires vive gastronomie francaise futurs grand chef vus aujourd hui compte,economy
3023,je vous donne rendez vous jeudi 21 avril a arras des 17h pour venir assister au dernier grand meeting de ma campagne presidentielle,donne rendez jeudi 21 avril a arras 17h venir assister dernier grand meeting campagne presidentielle,environment
3024,vos reponses le montrent notre richesse culturelle est immense 300 euros c est desormais ce que recevra chaque jeune a ses 18 ans c est le passculture faites le savoir autour de vous,reponses montrent richesse culturelle immense 300 euro desormais recevra chaque jeune a 18 an passculture faites savoir autour,education
3025,rt off l outre mer avec marine au sia2022 marinepresidente,rt off outre mer marine sia2022 marinepresidente,
3026,je veux rendre aux francais leur argent je veux empecher qu on leur en prenne abusivement comme c est aujourd hui le cas marinepresidente,veux rendre francais argent veux empecher prenne abusivement comme aujourd hui ca marinepresidente,economy
3027,nous n avons rien lache dans le combat pour les droits des femmes dans le monde ils sont menaces meme en europe la france qui preside le forum generation egalite avec le mexique et onu femmes porte une responsabilite a paris fin juin ce combat prendra un nouveau tournant,rien lache combat droits femmes monde menace meme europe france preside forum generation egalite mexique onu femmes porte responsabilite a paris fin juin combat prendra nouveau tournant,economy
3028,depuis 2017 nos forces de securite interieure sont plus nombreuses avec 10 000 recrutements elles beneficient de moyens juridiques accrus grace a la loi renforcant la securite interieure et la lutte contre le terrorisme,depuis 2017 force securite interieure plus nombreuses 10 000 recrutements elles beneficient moyens juridiques accrus grace a loi renforcant securite interieure lutte contre terrorisme,health
3029,alors que la reunion est frappee par le cyclone batsirai je veux exprimer ma solidarite a l egard de nos compatriotes ultramarins et tout mon soutien aux secouristes mobilises,alors reunion frappee cyclone batsirai veux exprimer solidarite a egard compatriotes ultramarins tout soutien secouristes mobilises,economy
3030,rt off marine le pen vient d arriver dans les locaux du parisien pour repondre aux questions des lecteurs du journal https,rt off marine pen vient arriver locaux parisien repondre question lecteurs journal ,education
3031,a la veille de deux rendez vous importants le sommet du g7 au royaume uni et le sommet de l otan a bruxelles je veux partager les priorites que nous portons,a veille deux rendez importants sommet g7 royaume uni sommet otan a bruxelles veux partager priorites portons,
3032,nos entreprises et particulierement nos tpe pme sont prises a la gorge par l augmentation des prix du carburant si nous ne faisons rien nombreuses seront les entreprises qui devront deposer le bilan nous ne pouvons pas rester sans rien faire,entreprises particulierement tpe pme prises a gorge augmentation prix carburant si faisons rien nombreuses entreprises devront deposer bilan pouvons rester sans rien faire,economy
3033,avec la turquie nous souhaitons retrouver un dialogue responsable sans naivete et de bonne foi,turquie souhaitons retrouver dialogue responsable sans naivete bonne foi,education
3034,ne jamais se resoudre a ce que des femmes et des hommes qui se sont engages pour defendre l ordre republicain soient blesses ou tues dans l exercice de leur mission,jamais resoudre a femmes hommes engages defendre ordre republicain blesses tues exercice mission,education
3035,il y a un an le president chirac nous quittait jamais nous n oublierons ses combats et ce qu il a fait pour la france,a an president chirac quittait jamais oublierons combat a fait france,economy
3036,bienvenue au fort de bregancon chere angela,bienvenue fort bregancon chere angela,economy
3037,avec emmanuel macron notre ecole ne tient plus ses quatre promesses la discipline et la securite des enfants la transmission des savoirs fondamentaux l edification de la nation la promotion sociale des elites republicaines marinepresidente,emmanuel macron ecole tient plus quatre promesses discipline securite enfants transmission savoirs fondamentaux edification nation promotion sociale elite republicaines marinepresidente,education
3038,je suis fiere de mon nom le pen symbole de courage et de perseverance marinepresidente elysee2022,fiere nom pen symbole courage perseverance marinepresidente elysee2022,economy
3039,peuple de france l heure est venue de te lever peuple de france l heure est venue pour toi de mettre un terme a la course vers le declin dans laquelle t ont entraine les dirigeants qui t ont trahi dimanchejevotemarine marinepresidente,peuple france heure venue lever peuple france heure venue mettre terme a course vers declin laquelle entraine dirigeants trahi dimanchejevotemarine marinepresidente,economy
3040,bien arrivee a haguenau merci pour votre accueil toujours aussi chaleureux marinepresidente,bien arrivee a haguenau merci accueil toujours aussi chaleureux marinepresidente,education
3041,plus d investissements internationaux c est plus d emplois pour la france choosefrance,plus investissements internationaux plus emplois france choosefrance,economy
3042,la republique c est vous,republique,economy
3043,je baisserai la tva de 20 a 5 5 sur le fioul sur le gaz sur l electricite sur le carburant c est 12 milliards que je vous rendrai marinepresidente,baisserai tva 20 a 5 5 fioul gaz electricite carburant 12 milliard rendrai marinepresidente,economy
3044,rt off avec marine le pen refermons la parenthese macron ne manquez pas nos prochains rendez vous inscrivez vous,rt off marine pen refermons parenthese macron manquez prochains rendez inscrivez,
3045,rt francerelance sera un puissant accelerateur de la transition ecologique un exemple tres concret investir dans la renova,rt francerelance puissant accelerateur transition ecologique exemple tres concret investir renova,environment
